일련번호,나이,학력,성별,정신건강,전문직,개발공부기간,연차,국적,연봉,보유기술개수
DEV30423,<35,Undergraduate,Man,No,Dev,2,0,India,3864,6
DEV30424,>35,PhD,Man,No,Dev,25,21,Germany,74651,48
DEV30425,<35,Undergraduate,Man,Yes,Dev,10,5,India,25794,26
DEV30426,<35,Master,Man,No,Dev,4,4,United Kingdom of Great Britain and Northern Ireland,113075,6
DEV30427,>35,Master,Man,No,Dev,15,3,Germany,46923,23
DEV30428,>35,Master,Man,Yes,Dev,33,19,Germany,191959,23
DEV30429,<35,Undergraduate,Man,No,Dev,4,2,India,10318,4
DEV30430,>35,Undergraduate,Man,No,Dev,22,19,India,21280,8
DEV30431,<35,Undergraduate,Man,No,Dev,23,10,United Kingdom of Great Britain and Northern Ireland,76640,9
DEV30432,>35,Other,Man,No,Dev,10,10,United Kingdom of Great Britain and Northern Ireland,43974,16
DEV30433,>35,Master,Man,No,Dev,23,14,Germany,87448,19
DEV30434,<35,Undergraduate,Man,No,Dev,3,3,United Kingdom of Great Britain and Northern Ireland,50256,7
DEV30435,<35,Master,Man,No,Dev,11,5,India,23220,21
DEV30436,>35,Master,Man,No,Dev,15,7,Germany,69108,3
DEV30437,<35,Undergraduate,Man,No,Dev,9,2,United Kingdom of Great Britain and Northern Ireland,50256,20
DEV30438,<35,Master,Man,No,Dev,11,5,Germany,51189,5
DEV30439,<35,Undergraduate,Man,Yes,Dev,8,5,India,38692,18
DEV30440,>35,NoHigherEd,Man,No,Dev,35,33,Germany,213287,5
DEV30441,<35,Undergraduate,Man,Yes,Dev,7,3,United States of America,96000,21
DEV30442,<35,Master,Man,No,Dev,16,12,United Kingdom of Great Britain and Northern Ireland,106793,11
DEV30443,>35,NoHigherEd,Man,No,Dev,30,20,United Kingdom of Great Britain and Northern Ireland,157050,5
DEV30444,<35,Undergraduate,Man,Yes,Dev,7,5,United Kingdom of Great Britain and Northern Ireland,87948,16
DEV30445,>35,Other,Man,No,Dev,30,25,Germany,106644,11
DEV30446,>35,NoHigherEd,Man,No,Dev,20,11,Germany,53748,7
DEV30447,<35,Undergraduate,Man,No,Dev,10,8,Germany,58872,16
DEV30448,>35,Undergraduate,Man,Yes,Dev,22,17,United Kingdom of Great Britain and Northern Ireland,66589,7
DEV30449,>35,PhD,NonBinary,No,Dev,22,5,United Kingdom of Great Britain and Northern Ireland,71614,9
DEV30450,<35,Master,Man,No,Dev,4,2,Germany,56521,8
DEV30451,<35,NoHigherEd,Man,No,Dev,8,4,Germany,47990,18
DEV30452,>35,Undergraduate,Man,No,Dev,25,20,Germany,69318,9
DEV30453,>35,NoHigherEd,Man,No,Dev,30,27,Germany,72518,7
DEV30454,<35,Master,Man,No,Dev,5,2,India,5262,13
DEV30455,<35,Other,Man,Yes,Dev,6,2,Germany,46068,7
DEV30456,<35,Master,Man,No,Dev,12,3,Germany,63986,16
DEV30457,<35,Undergraduate,Man,No,Dev,3,3,India,108336,10
DEV30458,<35,Undergraduate,Man,No,Dev,14,8,United Kingdom of Great Britain and Northern Ireland,113075,4
DEV30459,<35,Undergraduate,Man,No,Dev,5,1,India,5164,12
DEV30460,<35,Undergraduate,Man,Yes,Dev,5,0,United Kingdom of Great Britain and Northern Ireland,24299,9
DEV30461,<35,Undergraduate,Man,No,Dev,8,3,Germany,70380,3
DEV30462,>35,Undergraduate,Man,Yes,Dev,24,22,Germany,83184,6
DEV30463,>35,Master,Man,No,Dev,40,28,Germany,85315,2
DEV30464,>35,Master,Man,No,Dev,38,34,Germany,213287,11
DEV30465,>35,Other,Man,No,Dev,26,24,United Kingdom of Great Britain and Northern Ireland,75384,7
DEV30466,>35,Master,Man,No,Dev,20,14,Germany,63984,8
DEV30467,>35,Undergraduate,Man,No,Dev,37,33,Germany,63986,4
DEV30468,>35,Master,Man,No,Dev,27,20,Germany,25594,20
DEV30469,>35,Master,Man,No,Dev,14,11,India,12384,5
DEV30470,<35,Undergraduate,Man,No,Dev,12,4,United Kingdom of Great Britain and Northern Ireland,67845,14
DEV30471,>35,Master,Man,No,Dev,35,21,Germany,95976,4
DEV30472,<35,Master,Man,No,Dev,9,4,India,13542,33
DEV30473,<35,NoHigherEd,Man,No,Dev,10,7,United Kingdom of Great Britain and Northern Ireland,119357,36
DEV30474,>35,Master,Man,No,Dev,35,30,Germany,159966,10
DEV30475,<35,Undergraduate,Man,No,Dev,11,5,India,21925,12
DEV30476,<35,Undergraduate,Man,Yes,Dev,10,7,India,14568,14
DEV30477,<35,Undergraduate,Man,No,Dev,6,5,India,64486,10
DEV30478,<35,Master,Man,Yes,NotDev,10,5,Germany,51192,2
DEV30479,>35,PhD,Man,No,Dev,30,30,Germany,21329,1
DEV30480,>35,Master,Man,No,Dev,12,6,Germany,81049,6
DEV30481,<35,Undergraduate,Man,No,Dev,8,7,India,20640,21
DEV30482,>35,Other,Man,No,Dev,37,27,Germany,76788,4
DEV30483,<35,NoHigherEd,Man,No,Dev,9,3,Germany,51192,8
DEV30484,>35,Undergraduate,Man,No,Dev,36,36,United Kingdom of Great Britain and Northern Ireland,125639,10
DEV30485,<35,Master,Man,No,Dev,11,5,United Kingdom of Great Britain and Northern Ireland,106793,17
DEV30486,>35,Master,Man,No,Dev,24,18,United Kingdom of Great Britain and Northern Ireland,70358,8
DEV30487,>35,Master,Man,No,Dev,40,30,Germany,85315,5
DEV30488,<35,Master,Man,No,Dev,12,3,United Kingdom of Great Britain and Northern Ireland,36435,18
DEV30489,>35,Undergraduate,Man,Yes,Dev,25,9,United States of America,84000,22
DEV30490,<35,Other,Man,No,NotDev,19,5,United Kingdom of Great Britain and Northern Ireland,75384,17
DEV30491,<35,Master,Man,Yes,Dev,2,2,Germany,56734,13
DEV30492,<35,Master,Man,No,Dev,11,5,Germany,49908,11
DEV30493,>35,Other,Man,Yes,Dev,40,20,United Kingdom of Great Britain and Northern Ireland,56538,5
DEV30494,<35,Master,Man,No,Dev,10,7,India,45140,18
DEV30495,<35,Undergraduate,Woman,No,Dev,10,6,Germany,85315,26
DEV30496,<35,Master,Man,No,Dev,15,10,United Kingdom of Great Britain and Northern Ireland,163331,17
DEV30497,<35,Undergraduate,Man,No,Dev,5,1,Germany,42228,10
DEV30498,<35,Undergraduate,Woman,No,Dev,15,6,United Kingdom of Great Britain and Northern Ireland,37692,23
DEV30499,<35,Undergraduate,Man,Yes,Dev,7,3,United Kingdom of Great Britain and Northern Ireland,15072,10
DEV30500,>35,Undergraduate,Man,No,Dev,10,8,United Kingdom of Great Britain and Northern Ireland,62820,13
DEV30501,<35,Master,Woman,Yes,Dev,10,4,United Kingdom of Great Britain and Northern Ireland,47115,15
DEV30502,<35,Other,Man,No,Dev,4,3,India,8976,11
DEV30503,>35,Undergraduate,Man,No,Dev,16,14,India,47720,17
DEV30504,<35,Undergraduate,Man,No,Dev,6,6,India,9288,17
DEV30505,<35,Master,Man,No,Dev,12,7,India,12897,11
DEV30506,<35,Other,Man,No,Dev,13,5,India,10834,9
DEV30507,<35,Undergraduate,Man,No,Dev,6,0,India,25794,11
DEV30508,<35,Master,Man,No,Dev,15,6,Germany,48624,8
DEV30509,<35,Undergraduate,Man,No,Dev,10,3,India,11760,13
DEV30510,<35,Undergraduate,Man,Yes,Dev,10,6,United Kingdom of Great Britain and Northern Ireland,94230,13
DEV30511,>35,Other,Man,No,Dev,20,15,United Kingdom of Great Britain and Northern Ireland,42717,15
DEV30512,>35,Master,Man,No,Dev,23,16,Germany,89581,10
DEV30513,<35,NoHigherEd,Man,Yes,Dev,4,1,Germany,43512,15
DEV30514,<35,Master,Man,No,Dev,9,5,India,7740,10
DEV30515,>35,Master,Man,No,Dev,27,22,Germany,83182,9
DEV30516,>35,Master,Man,No,Dev,34,26,United Kingdom of Great Britain and Northern Ireland,64704,14
DEV30517,>35,PhD,Man,Yes,NotDev,42,30,Germany,165471,6
DEV30518,<35,Undergraduate,Man,Yes,Dev,3,3,India,9028,9
DEV30519,<35,Undergraduate,Man,No,Dev,12,6,India,43206,11
DEV30520,<35,Undergraduate,Man,No,Dev,7,2,India,4644,5
DEV30521,<35,Master,Man,No,Dev,10,2,Germany,71665,20
DEV30522,<35,Undergraduate,Man,No,Dev,15,10,Germany,127972,19
DEV30523,<35,Undergraduate,Man,No,Dev,11,5,India,24768,19
DEV30524,<35,Undergraduate,Man,No,Dev,4,4,India,170244,10
DEV30525,<35,Other,Man,No,Dev,17,7,Germany,57588,13
DEV30526,<35,Undergraduate,Man,No,Dev,13,11,United Kingdom of Great Britain and Northern Ireland,87948,20
DEV30527,<35,Undergraduate,Man,Yes,Dev,11,7,India,15480,17
DEV30528,>35,Other,Man,No,Dev,26,16,Germany,76783,20
DEV30529,>35,Undergraduate,Man,No,Dev,23,19,United States of America,115000,2
DEV30530,<35,Master,Man,No,Dev,16,8,United Kingdom of Great Britain and Northern Ireland,148254,29
DEV30531,<35,Master,Man,No,Dev,8,4,India,21925,11
DEV30532,<35,Other,Man,No,NotDev,12,4,Germany,44796,10
DEV30533,<35,Undergraduate,Man,Yes,Dev,10,8,India,30948,18
DEV30534,<35,Undergraduate,Man,Yes,Dev,5,5,India,19346,15
DEV30535,>35,Master,Man,No,Dev,25,15,Germany,83184,8
DEV30536,<35,Master,Man,No,Dev,15,9,United Kingdom of Great Britain and Northern Ireland,125639,17
DEV30537,<35,Master,Man,No,Dev,5,3,United States of America,110000,16
DEV30538,<35,PhD,Man,No,NotDev,15,7,Germany,89581,12
DEV30539,>35,Other,Man,No,Dev,34,25,Germany,111976,13
DEV30540,<35,Other,Man,No,Dev,7,5,Germany,56308,9
DEV30541,<35,Other,Man,Yes,Dev,13,6,United Kingdom of Great Britain and Northern Ireland,50256,16
DEV30542,>35,PhD,Man,No,Dev,19,7,Germany,66119,19
DEV30543,<35,Other,Man,No,Dev,14,8,Germany,91500,16
DEV30544,<35,Undergraduate,Man,No,Dev,5,3,India,7738,12
DEV30545,<35,Master,Man,No,Dev,7,2,Germany,63986,9
DEV30546,<35,Master,Man,No,Dev,12,6,Germany,59720,12
DEV30547,>35,Undergraduate,Man,No,Dev,21,18,India,59327,10
DEV30548,>35,Other,Man,No,NotDev,25,20,Germany,34908,18
DEV30549,<35,Undergraduate,Man,No,Dev,4,0,United States of America,125000,24
DEV30550,<35,Undergraduate,Man,No,Dev,7,4,India,12252,11
DEV30551,<35,Undergraduate,Man,Yes,Dev,5,2,Germany,8964,9
DEV30552,<35,Other,Man,Yes,Dev,12,0,United States of America,95000,10
DEV30553,<35,Undergraduate,Man,No,Dev,6,5,United Kingdom of Great Britain and Northern Ireland,118000,31
DEV30554,<35,Undergraduate,Man,No,Dev,6,4,Germany,42657,21
DEV30555,<35,Undergraduate,Man,No,Dev,7,2,India,4644,16
DEV30556,>35,Master,Man,No,Dev,39,31,Germany,170630,4
DEV30557,>35,PhD,Man,No,Dev,38,33,United States of America,153000,13
DEV30558,<35,Master,NonBinary,No,Dev,4,3,Germany,29436,13
DEV30559,>35,Undergraduate,Man,No,Dev,40,26,United States of America,145000,13
DEV30560,<35,Master,Man,No,Dev,10,4,Germany,63986,18
DEV30561,<35,Undergraduate,Man,No,Dev,6,4,Germany,36468,11
DEV30562,<35,Undergraduate,Man,No,Dev,3,0,India,4643,15
DEV30563,>35,Master,Man,No,Dev,36,18,Germany,83182,13
DEV30564,<35,Other,Man,No,Dev,2,1,Germany,56521,13
DEV30565,<35,Master,Man,No,Dev,12,7,Germany,79983,17
DEV30566,>35,Other,Man,No,NotDev,34,22,United States of America,160000,26
DEV30567,>35,Undergraduate,Man,No,Dev,8,4,United States of America,100000,13
DEV30568,>35,Undergraduate,Man,No,Dev,20,14,United States of America,175000,22
DEV30569,<35,Undergraduate,Man,No,Dev,5,4,India,19088,9
DEV30570,>35,Master,Man,No,Dev,26,10,Germany,144,19
DEV30571,<35,Undergraduate,Man,No,Dev,4,3,United States of America,92000,13
DEV30572,<35,Master,Man,No,Dev,10,6,India,15168,21
DEV30573,<35,Undergraduate,Man,Yes,Dev,5,1,India,39981,11
DEV30574,<35,Master,Woman,No,Dev,3,0,Germany,58654,4
DEV30575,<35,Master,Man,No,Dev,16,3,Germany,61853,16
DEV30576,<35,NoHigherEd,NonBinary,Yes,Dev,10,5,United Kingdom of Great Britain and Northern Ireland,31787,8
DEV30577,<35,Undergraduate,Man,Yes,Dev,14,2,Germany,31993,16
DEV30578,<35,NoHigherEd,Man,No,Dev,7,7,United Kingdom of Great Britain and Northern Ireland,69102,11
DEV30579,<35,Undergraduate,Man,No,Dev,8,4,United Kingdom of Great Britain and Northern Ireland,50256,11
DEV30580,>35,Undergraduate,Man,Yes,Dev,18,14,United Kingdom of Great Britain and Northern Ireland,117473,20
DEV30581,>35,Other,Man,No,Dev,30,27,United Kingdom of Great Britain and Northern Ireland,149800,6
DEV30582,<35,Master,Man,No,Dev,5,3,Germany,79980,12
DEV30583,>35,Other,Man,No,Dev,47,38,United Kingdom of Great Britain and Northern Ireland,66589,5
DEV30584,>35,Undergraduate,Man,Yes,Dev,20,20,United States of America,125000,16
DEV30585,<35,NoHigherEd,Man,No,Dev,10,1,Germany,10872,7
DEV30586,<35,Undergraduate,Man,Yes,Dev,14,9,United States of America,86000,18
DEV30587,<35,NoHigherEd,Man,Yes,Dev,7,5,Germany,77850,10
DEV30588,<35,Undergraduate,Man,No,NotDev,4,3,India,10318,16
DEV30589,>35,Undergraduate,Man,Yes,Dev,40,30,United States of America,150000,5
DEV30590,>35,Other,Man,No,NotDev,35,17,Germany,45857,4
DEV30591,>35,Master,Man,Yes,NotDev,46,33,United Kingdom of Great Britain and Northern Ireland,175895,13
DEV30592,>35,Undergraduate,Man,Yes,Dev,39,26,United Kingdom of Great Britain and Northern Ireland,65332,4
DEV30593,>35,Undergraduate,Man,No,Dev,26,22,United States of America,180000,6
DEV30594,<35,Undergraduate,Man,No,Dev,7,7,United States of America,120000,24
DEV30595,<35,Undergraduate,Man,No,Dev,7,5,India,29243,11
DEV30596,>35,Other,Man,No,Dev,24,24,United States of America,120000,10
DEV30597,<35,Undergraduate,Man,No,Dev,11,10,United Kingdom of Great Britain and Northern Ireland,125639,13
DEV30598,<35,Undergraduate,Woman,Yes,Dev,0,0,United States of America,60000,15
DEV30599,>35,Undergraduate,Man,Yes,Dev,24,18,United States of America,110000,7
DEV30600,<35,Undergraduate,Woman,No,Dev,5,4,India,7738,4
DEV30601,>35,Undergraduate,Man,No,NotDev,5,4,United Kingdom of Great Britain and Northern Ireland,35179,5
DEV30602,<35,Master,NonBinary,Yes,NotDev,18,5,Germany,69318,9
DEV30603,>35,Undergraduate,Man,No,Dev,16,12,United Kingdom of Great Britain and Northern Ireland,75384,12
DEV30604,>35,Master,Man,No,Dev,38,18,Germany,85315,5
DEV30605,<35,Undergraduate,Man,No,Dev,5,3,United Kingdom of Great Britain and Northern Ireland,51763,13
DEV30606,<35,Undergraduate,Man,No,Dev,15,10,Germany,88514,9
DEV30607,<35,Undergraduate,Man,No,Dev,4,2,United Kingdom of Great Britain and Northern Ireland,38948,5
DEV30608,<35,Undergraduate,Man,Yes,Dev,15,9,United States of America,85000,22
DEV30609,<35,Undergraduate,Man,No,Dev,15,8,India,29664,23
DEV30610,<35,Other,Man,No,Dev,2,0,United States of America,37440,8
DEV30611,<35,Undergraduate,Man,Yes,Dev,6,2,United States of America,70000,4
DEV30612,>35,Undergraduate,Man,No,Dev,26,23,United States of America,220000,12
DEV30613,>35,Master,Woman,Yes,Dev,5,4,United States of America,100000,20
DEV30614,<35,Other,Man,No,Dev,10,5,Germany,55455,18
DEV30615,<35,Undergraduate,Man,Yes,Dev,12,6,United States of America,75000,11
DEV30616,>35,Undergraduate,Man,Yes,Dev,22,16,United States of America,165000,5
DEV30617,>35,Other,NonBinary,No,Dev,14,12,United States of America,138000,18
DEV30618,>35,Other,Man,No,Dev,32,25,United Kingdom of Great Britain and Northern Ireland,125639,8
DEV30619,>35,Undergraduate,Man,Yes,Dev,40,30,United Kingdom of Great Britain and Northern Ireland,109306,9
DEV30620,>35,PhD,Man,No,NotDev,27,21,United States of America,168000,23
DEV30621,<35,Undergraduate,Man,No,Dev,8,3,United Kingdom of Great Britain and Northern Ireland,42717,17
DEV30622,<35,Master,Man,No,Dev,9,2,Germany,65053,6
DEV30623,>35,NoHigherEd,Man,No,Dev,21,13,Germany,51189,11
DEV30624,<35,Undergraduate,Woman,Yes,Dev,11,9,United States of America,117000,2
DEV30625,<35,Other,Man,Yes,Dev,20,16,United Kingdom of Great Britain and Northern Ireland,37692,14
DEV30626,<35,Other,Man,No,Dev,4,3,United Kingdom of Great Britain and Northern Ireland,47743,12
DEV30627,>35,Undergraduate,Man,No,Dev,14,10,United Kingdom of Great Britain and Northern Ireland,31410,12
DEV30628,<35,Undergraduate,Man,No,Dev,8,7,United Kingdom of Great Britain and Northern Ireland,97248,10
DEV30629,<35,Master,Woman,No,Dev,17,9,United Kingdom of Great Britain and Northern Ireland,56842,11
DEV30630,>35,Master,Man,No,Dev,42,33,Germany,138637,9
DEV30631,>35,Other,Man,No,Dev,44,32,Canada,140551,9
DEV30632,>35,Other,Man,Yes,Dev,21,16,United Kingdom of Great Britain and Northern Ireland,165000,23
DEV30633,<35,Undergraduate,Man,No,NotDev,13,10,India,141869,25
DEV30634,>35,PhD,Man,No,NotDev,30,22,United Kingdom of Great Britain and Northern Ireland,125639,10
DEV30635,<35,PhD,Man,No,Dev,13,8,United States of America,180000,4
DEV30636,<35,Undergraduate,Man,No,Dev,6,2,United Kingdom of Great Britain and Northern Ireland,45230,17
DEV30637,<35,Undergraduate,Man,No,NotDev,5,2,Germany,62920,4
DEV30638,<35,Undergraduate,Man,No,Dev,7,4,Germany,58654,14
DEV30639,<35,Master,Man,Yes,Dev,12,5,United Kingdom of Great Britain and Northern Ireland,43974,11
DEV30640,<35,Undergraduate,Man,No,Dev,5,3,United Kingdom of Great Britain and Northern Ireland,94230,13
DEV30641,<35,Undergraduate,Man,Yes,Dev,11,2,United Kingdom of Great Britain and Northern Ireland,43974,15
DEV30642,<35,Master,Man,No,Dev,5,3,Germany,63986,7
DEV30643,<35,Other,Man,Yes,Dev,5,1,Germany,38388,15
DEV30644,<35,Undergraduate,Man,No,Dev,6,0,India,3864,29
DEV30645,>35,NoHigherEd,Man,Yes,Dev,25,14,Germany,70385,17
DEV30646,<35,Undergraduate,Man,No,Dev,10,1,United States of America,72000,11
DEV30647,>35,Master,Man,No,Dev,14,10,United States of America,150000,20
DEV30648,<35,Undergraduate,Man,Yes,Dev,4,4,India,23215,13
DEV30649,>35,Other,Man,No,Dev,26,26,United States of America,150000,23
DEV30650,>35,Undergraduate,Man,No,Dev,47,47,Germany,63984,4
DEV30651,<35,PhD,NonBinary,No,NotDev,14,8,United Kingdom of Great Britain and Northern Ireland,64704,12
DEV30652,>35,Other,Man,No,Dev,35,35,United States of America,140000,6
DEV30653,>35,Master,Man,No,Dev,50,37,United States of America,120000,8
DEV30654,>35,Undergraduate,Man,No,Dev,20,20,United States of America,130000,12
DEV30655,<35,Undergraduate,Man,No,Dev,20,12,United States of America,200000,52
DEV30656,<35,Master,Man,No,Dev,14,4,Germany,66119,13
DEV30657,<35,Other,Man,No,Dev,8,9,India,10368,11
DEV30658,>35,Undergraduate,Man,No,Dev,22,19,United States of America,178000,13
DEV30659,>35,Undergraduate,Man,Yes,Dev,17,12,United States of America,140000,14
DEV30660,>35,PhD,Man,Yes,NotDev,5,1,United States of America,89000,2
DEV30661,<35,Undergraduate,Man,No,Dev,5,5,India,15477,15
DEV30662,>35,Undergraduate,Man,No,Dev,30,25,United States of America,170000,5
DEV30663,>35,Other,Man,No,Dev,23,23,Germany,85315,3
DEV30664,<35,Other,Man,No,NotDev,2,2,United States of America,60000,29
DEV30665,<35,Undergraduate,Man,No,Dev,13,1,Germany,57588,17
DEV30666,>35,Undergraduate,Man,No,Dev,15,13,United States of America,92000,11
DEV30667,>35,Undergraduate,Man,No,Dev,7,5,United Kingdom of Great Britain and Northern Ireland,125639,8
DEV30668,>35,Undergraduate,Man,No,Dev,23,16,Canada,58563,8
DEV30669,<35,Master,Man,No,Dev,5,1,Germany,58654,19
DEV30670,<35,Undergraduate,Man,No,Dev,5,1,United States of America,127425,12
DEV30671,>35,Master,NonBinary,Yes,Dev,29,22,Germany,51192,15
DEV30672,>35,Master,Man,Yes,Dev,10,12,Canada,156168,17
DEV30673,>35,Undergraduate,Man,No,Dev,13,12,United Kingdom of Great Britain and Northern Ireland,81666,14
DEV30674,>35,Undergraduate,Woman,No,Dev,20,15,Germany,79983,13
DEV30675,>35,Undergraduate,Man,Yes,Dev,22,20,Canada,109318,10
DEV30676,>35,Undergraduate,Man,Yes,Dev,5,2,United States of America,24000,17
DEV30677,>35,Master,Man,No,NotDev,42,31,United States of America,165000,18
DEV30678,>35,Master,Man,No,NotDev,44,40,United States of America,150000,5
DEV30679,<35,Undergraduate,Man,Yes,Dev,5,0,United States of America,82000,19
DEV30680,>35,Undergraduate,Man,No,Dev,21,12,United States of America,200000,15
DEV30681,>35,Master,Man,Yes,NotDev,39,33,United States of America,165000,18
DEV30682,>35,Undergraduate,NonBinary,Yes,Dev,24,12,South Korea,55408,16
DEV30683,>35,Master,Man,No,Dev,41,28,United States of America,137000,4
DEV30684,>35,Other,Man,No,Dev,40,26,United States of America,100000,3
DEV30685,>35,Undergraduate,Man,No,Dev,40,35,United States of America,200000,24
DEV30686,<35,Undergraduate,Man,Yes,Dev,1,1,United States of America,180000,13
DEV30687,>35,Undergraduate,Man,No,Dev,30,22,United States of America,150000,8
DEV30688,<35,Undergraduate,Man,Yes,Dev,9,3,United States of America,50000,12
DEV30689,>35,Undergraduate,Man,No,Dev,12,8,United States of America,121000,8
DEV30690,>35,Undergraduate,Man,No,Dev,9,4,United Kingdom of Great Britain and Northern Ireland,65860,15
DEV30691,<35,Undergraduate,Man,Yes,Dev,9,9,United States of America,83000,10
DEV30692,<35,Undergraduate,Man,No,Dev,14,8,United Kingdom of Great Britain and Northern Ireland,84178,8
DEV30693,<35,Undergraduate,Man,No,Dev,12,7,United Kingdom of Great Britain and Northern Ireland,51512,8
DEV30694,<35,Undergraduate,Man,Yes,Dev,4,3,United States of America,120000,20
DEV30695,<35,Undergraduate,Woman,Yes,Dev,4,2,United States of America,110000,7
DEV30696,>35,Undergraduate,Man,No,Dev,43,29,United States of America,135000,3
DEV30697,>35,Undergraduate,Man,No,Dev,13,12,United States of America,92000,15
DEV30698,<35,Undergraduate,Man,No,Dev,7,6,United States of America,206000,13
DEV30699,>35,Other,Man,No,Dev,18,14,United States of America,125000,18
DEV30700,>35,Undergraduate,Man,No,Dev,28,22,United States of America,96000,11
DEV30701,<35,Undergraduate,Man,No,NotDev,5,0,Germany,23040,5
DEV30702,<35,Undergraduate,Man,No,NotDev,2,1,India,7,8
DEV30703,>35,Master,Man,No,Dev,20,6,Germany,63986,8
DEV30704,>35,Undergraduate,Man,No,Dev,20,15,United States of America,152000,11
DEV30705,<35,Master,Man,No,Dev,14,4,United States of America,130000,5
DEV30706,<35,Undergraduate,Man,No,Dev,1,1,India,6449,8
DEV30707,>35,NoHigherEd,Man,Yes,Dev,38,20,United States of America,135000,15
